region,year,week,total_a,total_b,total_specimens,total_cases
East South Central,2020,17,1,1,739,2
West South Central,2020,17,3,1,1002,4
Mountain,2020,17,4,1,1750,5
Pacific,2020,17,2,0,1976,2
New England,2020,18,2,2,841,4
Middle Atlantic,2020,18,0,0,560,0
East North Central,2020,18,5,3,2013,8
West North Central,2020,18,3,1,754,4
South Atlantic,2020,18,5,0,1485,5
East South Central,2020,18,0,0,630,0
West South Central,2020,18,2,0,1131,2
Mountain,2020,18,2,1,1527,3
Pacific,2020,18,0,1,1327,1
New England,2020,19,0,1,718,1
Middle Atlantic,2020,19,1,0,457,1
East North Central,2020,19,2,2,1790,4
West North Central,2020,19,1,2,713,3
South Atlantic,2020,19,6,5,1389,11
East South Central,2020,19,1,1,588,2
West South Central,2020,19,3,4,822,7
Mountain,2020,19,0,0,1216,0
Pacific,2020,19,0,0,1198,0
New England,2020,20,0,2,598,2
Middle Atlantic,2020,20,2,1,504,3
East North Central,2020,20,2,2,1635,4
West North Central,2020,20,0,0,402,0
South Atlantic,2020,20,7,2,1235,9
East South Central,2020,20,0,0,515,0
West South Central,2020,20,1,3,871,4
Mountain,2020,20,1,0,905,1
Pacific,2020,20,1,0,1179,1
New England,2020,21,1,1,548,2
Middle Atlantic,2020,21,0,0,435,0
East North Central,2020,21,2,0,1376,2
West North Central,2020,21,1,1,605,2
South Atlantic,2020,21,3,2,1319,5
East South Central,2020,21,0,1,453,1
West South Central,2020,21,1,3,825,4
Mountain,2020,21,0,0,1029,0
Pacific,2020,21,0,0,933,0
New England,2020,22,0,1,398,1
Middle Atlantic,2020,22,0,0,408,0
East North Central,2020,22,0,2,1169,2
West North Central,2020,22,0,0,302,0
South Atlantic,2020,22,5,0,1070,5
East South Central,2020,22,0,0,412,0
West South Central,2020,22,1,0,776,1
Mountain,2020,22,1,0,854,1
Pacific,2020,22,0,0,665,0
New England,2020,23,0,0,507,0
Middle Atlantic,2020,23,0,0,432,0
East North Central,2020,23,1,0,1122,1
West North Central,2020,23,1,0,553,1
South Atlantic,2020,23,1,2,1062,3
East South Central,2020,23,0,3,400,3
West South Central,2020,23,0,1,748,1
Mountain,2020,23,6,6,655,12
Pacific,2020,23,0,0,702,0
New England,2020,24,0,0,359,0
Middle Atlantic,2020,24,0,1,483,1
East North Central,2020,24,1,1,913,2
West North Central,2020,24,0,0,487,0
South Atlantic,2020,24,5,2,977,7
East South Central,2020,24,0,0,356,0
West South Central,2020,24,2,4,786,6
Mountain,2020,24,0,0,682,0
Pacific,2020,24,0,0,675,0
New England,2020,25,0,0,279,0
Middle Atlantic,2020,25,0,0,409,0
East North Central,2020,25,6,3,853,9
West North Central,2020,25,0,0,264,0
South Atlantic,2020,25,2,1,1103,3
East South Central,2020,25,0,0,332,0
West South Central,2020,25,4,4,830,8
Mountain,2020,25,0,0,676,0
Pacific,2020,25,0,0,501,0
New England,2020,26,0,0,293,0
Middle Atlantic,2020,26,0,0,430,0
East North Central,2020,26,1,2,1023,3
West North Central,2020,26,0,1,492,1
South Atlantic,2020,26,2,0,1172,2
East South Central,2020,26,0,0,338,0
West South Central,2020,26,6,4,847,10
Mountain,2020,26,0,0,617,0
Pacific,2020,26,0,0,455,0
New England,2020,27,0,0,237,0
Middle Atlantic,2020,27,1,0,410,1
East North Central,2020,27,1,1,928,2
West North Central,2020,27,0,0,479,0
South Atlantic,2020,27,3,1,1375,4
East South Central,2020,27,0,0,413,0
West South Central,2020,27,1,3,906,4
Mountain,2020,27,0,0,611,0
Pacific,2020,27,2,0,899,2
New England,2020,28,0,0,259,0
Middle Atlantic,2020,28,0,0,490,0
East North Central,2020,28,2,1,1088,3
West North Central,2020,28,0,0,354,0
South Atlantic,2020,28,0,1,1383,1
East South Central,2020,28,0,1,405,1
West South Central,2020,28,1,2,840,3
Mountain,2020,28,0,0,513,0
Pacific,2020,28,3,0,990,3
New England,2020,29,0,0,244,0
Middle Atlantic,2020,29,0,0,481,0
East North Central,2020,29,2,0,1016,2
West North Central,2020,29,0,2,556,2
South Atlantic,2020,29,4,4,1070,8
East South Central,2020,29,0,0,396,0
West South Central,2020,29,4,5,727,9
Mountain,2020,29,1,1,794,2
Pacific,2020,29,0,0,892,0
New England,2020,30,0,0,241,0
Middle Atlantic,2020,30,1,1,547,2
East North Central,2020,30,3,0,881,3
West North Central,2020,30,0,0,620,0
South Atlantic,2020,30,1,0,1028,1
East South Central,2020,30,0,0,405,0
West South Central,2020,30,0,3,491,3
Mountain,2020,30,0,0,955,0
Pacific,2020,30,0,0,874,0
New England,2020,31,0,0,222,0
Middle Atlantic,2020,31,0,0,507,0
East North Central,2020,31,0,0,972,0
West North Central,2020,31,0,1,530,1
South Atlantic,2020,31,0,1,1077,1
East South Central,2020,31,0,0,298,0
West South Central,2020,31,0,3,676,3
Mountain,2020,31,1,0,965,1
Pacific,2020,31,2,0,858,2
New England,2020,32,0,0,242,0
Middle Atlantic,2020,32,0,0,476,0
East North Central,2020,32,1,0,1032,1
West North Central,2020,32,1,0,587,1
South Atlantic,2020,32,2,0,1107,2
East South Central,2020,32,0,0,366,0
West South Central,2020,32,0,3,664,3
Mountain,2020,32,0,0,983,0
Pacific,2020,32,3,1,873,4
New England,2020,33,0,0,267,0
Middle Atlantic,2020,33,0,0,554,0
East North Central,2020,33,1,1,963,2
West North Central,2020,33,0,0,583,0
South Atlantic,2020,33,2,1,1190,3
East South Central,2020,33,0,0,350,0
West South Central,2020,33,0,2,504,2
Mountain,2020,33,0,0,811,0
Pacific,2020,33,1,0,898,1
New England,2020,34,0,0,289,0
Middle Atlantic,2020,34,0,0,700,0
East North Central,2020,34,4,1,987,5
West North Central,2020,34,0,0,639,0
South Atlantic,2020,34,1,3,1077,4
East South Central,2020,34,0,1,346,1
West South Central,2020,34,0,2,583,2
Mountain,2020,34,0,0,744,0
Pacific,2020,34,1,1,873,2
New England,2020,35,0,0,291,0
Middle Atlantic,2020,35,0,0,682,0
East North Central,2020,35,2,0,998,2
West North Central,2020,35,0,0,671,0
South Atlantic,2020,35,3,11,1143,14
East South Central,2020,35,1,1,404,2
West South Central,2020,35,1,1,667,2
Mountain,2020,35,0,0,702,0
Pacific,2020,35,0,0,885,0
New England,2020,36,0,0,324,0
Middle Atlantic,2020,36,0,0,709,0
East North Central,2020,36,3,0,1077,3
West North Central,2020,36,0,0,716,0
South Atlantic,2020,36,1,1,1153,2
East South Central,2020,36,0,0,307,0
West South Central,2020,36,2,4,726,6
Mountain,2020,36,0,1,794,1
Pacific,2020,36,1,0,737,1
New England,2020,37,0,1,408,1
Middle Atlantic,2020,37,0,0,782,0
East North Central,2020,37,0,0,1090,0
West North Central,2020,37,0,0,688,0
South Atlantic,2020,37,4,2,1275,6
East South Central,2020,37,0,0,287,0
West South Central,2020,37,1,3,813,4
Mountain,2020,37,0,0,951,0
Pacific,2020,37,2,0,765,2
New England,2020,38,0,0,394,0
Middle Atlantic,2020,38,2,2,878,4
East North Central,2020,38,2,2,1280,4
West North Central,2020,38,1,0,775,1
South Atlantic,2020,38,1,7,1467,8
East South Central,2020,38,0,1,309,1
West South Central,2020,38,7,5,921,12
Mountain,2020,38,0,1,1151,1
Pacific,2020,38,1,0,908,1
New England,2020,39,0,0,558,0
Middle Atlantic,2020,39,0,0,912,0
East North Central,2020,39,0,0,1423,0
West North Central,2020,39,0,0,977,0
South Atlantic,2020,39,3,2,1524,5
East South Central,2020,39,0,0,356,0
West South Central,2020,39,8,7,1058,15
Mountain,2020,39,0,0,1272,0
Pacific,2020,39,0,0,939,0
New England,2020,40,0,0,653,0
Middle Atlantic,2020,40,0,0,1293,0
East North Central,2020,40,2,2,2229,4
West North Central,2020,40,0,0,1130,0
South Atlantic,2020,40,9,9,2300,18
East South Central,2020,40,0,0,354,0
West South Central,2020,40,7,10,1378,17
Mountain,2020,40,0,0,1499,0
Pacific,2020,40,1,0,1364,1
New England,2020,41,0,1,788,1
Middle Atlantic,2020,41,0,0,1673,0
East North Central,2020,41,8,3,2917,11
West North Central,2020,41,1,1,1227,2
South Atlantic,2020,41,8,9,2612,17
East South Central,2020,41,0,0,456,0
West South Central,2020,41,11,10,1615,21
Mountain,2020,41,0,0,1818,0
Pacific,2020,41,2,4,1818,6
New England,2020,42,0,2,733,2
Middle Atlantic,2020,42,2,3,1971,5
East North Central,2020,42,5,4,2877,9
West North Central,2020,42,1,0,851,1
South Atlantic,2020,42,6,5,2585,11
East South Central,2020,42,4,1,489,5
West South Central,2020,42,3,8,1597,11
Mountain,2020,42,3,2,1844,5
Pacific,2020,42,3,1,2165,4
New England,2020,43,0,0,856,0
Middle Atlantic,2020,43,4,2,1938,6
East North Central,2020,43,6,6,3175,12
West North Central,2020,43,0,0,1360,0
South Atlantic,2020,43,2,5,2749,7
East South Central,2020,43,0,0,594,0
West South Central,2020,43,4,7,1483,11
Mountain,2020,43,1,0,2172,1
Pacific,2020,43,4,1,2284,5
New England,2020,44,0,0,987,0
Middle Atlantic,2020,44,0,0,4053,0
East North Central,2020,44,3,0,3407,3
West North Central,2020,44,1,0,1521,1
South Atlantic,2020,44,7,3,2863,10
East South Central,2020,44,0,0,581,0
West South Central,2020,44,5,8,1675,13
Mountain,2020,44,0,3,2902,3
Pacific,2020,44,6,5,2563,11
New England,2020,45,0,0,1123,0
Middle Atlantic,2020,45,4,0,2970,4
East North Central,2020,45,11,2,9126,13
West North Central,2020,45,0,0,1180,0
South Atlantic,2020,45,9,10,2868,19
East South Central,2020,45,2,0,658,2
West South Central,2020,45,4,10,2024,14
Mountain,2020,45,0,0,3978,0
Pacific,2020,45,1,3,3260,4
New England,2020,46,1,1,1276,2
Middle Atlantic,2020,46,3,0,3839,3
East North Central,2020,46,6,6,9649,12
West North Central,2020,46,0,1,1521,1
South Atlantic,2020,46,4,12,3082,16
East South Central,2020,46,0,0,822,0
West South Central,2020,46,9,16,2857,25
Mountain,2020,46,2,2,4028,4
Pacific,2020,46,7,6,7833,13
New England,2020,47,1,1,1414,2
Middle Atlantic,2020,47,1,1,4688,2
East North Central,2020,47,13,5,10016,18
West North Central,2020,47,0,0,1570,0
South Atlantic,2020,47,6,15,3033,21
East South Central,2020,47,2,4,789,6
West South Central,2020,47,5,24,3291,29
Mountain,2020,47,2,3,3615,5
Pacific,2020,47,4,1,10330,5
New England,2020,48,0,0,1769,0
Middle Atlantic,2020,48,0,1,4099,1
East North Central,2020,48,4,5,8840,9
West North Central,2020,48,0,0,1486,0
South Atlantic,2020,48,9,11,3428,20
East South Central,2020,48,0,0,650,0
West South Central,2020,48,4,18,2959,22
Mountain,2020,48,0,1,2872,1
Pacific,2020,48,2,0,9173,2
New England,2020,49,2,1,1940,3
Middle Atlantic,2020,49,2,0,5639,2
East North Central,2020,49,5,0,9144,5
West North Central,2020,49,0,3,2357,3
South Atlantic,2020,49,9,16,3901,25
East South Central,2020,49,1,1,875,2
West South Central,2020,49,7,31,2676,38
Mountain,2020,49,1,5,4699,6
Pacific,2020,49,4,8,11295,12
New England,2020,50,0,0,1585,0
Middle Atlantic,2020,50,3,2,5154,5
East North Central,2020,50,7,4,9130,11
West North Central,2020,50,1,1,3084,2
South Atlantic,2020,50,5,9,4093,14
East South Central,2020,50,3,5,1256,8
West South Central,2020,50,5,42,2843,47
Mountain,2020,50,0,1,2765,1
Pacific,2020,50,2,12,11868,14
New England,2020,51,1,2,1677,3
Middle Atlantic,2020,51,2,0,5011,2
East North Central,2020,51,1,2,8152,3
West North Central,2020,51,1,3,2920,4
South Atlantic,2020,51,13,14,4077,27
East South Central,2020,51,0,3,1187,3
West South Central,2020,51,12,55,2860,67
Mountain,2020,51,1,0,2523,1
Pacific,2020,51,5,2,12510,7
New England,2020,52,0,0,1884,0
Middle Atlantic,2020,52,2,1,5025,3
East North Central,2020,52,5,9,7037,14
West North Central,2020,52,2,1,2500,3
South Atlantic,2020,52,7,14,3841,21
East South Central,2020,52,1,1,1045,2
West South Central,2020,52,11,36,2627,47
Mountain,2020,52,0,1,2217,1
Pacific,2020,52,6,4,10134,10
New England,2020,53,0,1,1691,1
Middle Atlantic,2020,53,1,1,5320,2
East North Central,2020,53,2,1,7319,3
West North Central,2020,53,0,0,2679,0
South Atlantic,2020,53,10,7,4507,17
East South Central,2020,53,2,3,1242,5
West South Central,2020,53,7,56,2992,63
Mountain,2020,53,1,1,4567,2
Pacific,2020,53,11,3,10154,14
New England,2021,1,0,0,1730,0
Middle Atlantic,2021,1,1,1,5954,2
East North Central,2021,1,1,3,8282,4
West North Central,2021,1,0,1,2916,1
South Atlantic,2021,1,7,4,4280,11
East South Central,2021,1,2,3,1320,5
West South Central,2021,1,11,75,3367,86
Mountain,2021,1,0,2,4926,2
Pacific,2021,1,6,6,12196,12
New England,2021,2,0,0,1749,0
Middle Atlantic,2021,2,2,0,5538,2
East North Central,2021,2,0,2,7410,2
West North Central,2021,2,0,0,2760,0
South Atlantic,2021,2,7,6,4041,13
East South Central,2021,2,4,4,1322,8
West South Central,2021,2,6,33,2869,39
Mountain,2021,2,3,1,4399,4
Pacific,2021,2,2,2,11719,4
New England,2021,3,0,1,1652,1
Middle Atlantic,2021,3,2,1,5210,3
East North Central,2021,3,2,3,7007,5
West North Central,2021,3,1,0,2577,1
South Atlantic,2021,3,6,7,4053,13
East South Central,2021,3,1,7,1281,8
West South Central,2021,3,8,42,2990,50
Mountain,2021,3,0,0,4037,0
Pacific,2021,3,1,1,10195,2
New England,2021,4,0,0,1654,0
Middle Atlantic,2021,4,2,0,3951,2
East North Central,2021,4,0,3,6755,3
West North Central,2021,4,0,1,2533,1
South Atlantic,2021,4,6,13,3774,19
East South Central,2021,4,1,2,1141,3
West South Central,2021,4,2,28,3073,30
Mountain,2021,4,0,0,3864,0
Pacific,2021,4,1,3,9710,4
New England,2021,5,0,0,1445,0
Middle Atlantic,2021,5,1,0,4899,1
East North Central,2021,5,2,4,6159,6
West North Central,2021,5,1,2,2825,3
South Atlantic,2021,5,8,3,3947,11
East South Central,2021,5,1,0,1040,1
West South Central,2021,5,4,41,3055,45
Mountain,2021,5,1,0,3787,1
Pacific,2021,5,3,3,9402,6
New England,2021,6,0,2,1432,2
Middle Atlantic,2021,6,0,0,4587,0
East North Central,2021,6,2,4,6228,6
West North Central,2021,6,0,1,2684,1
South Atlantic,2021,6,2,5,3712,7
East South Central,2021,6,1,3,1106,4
West South Central,2021,6,3,18,2730,21
Mountain,2021,6,1,0,3763,1
Pacific,2021,6,2,2,7847,4
New England,2021,7,1,0,1340,1
Middle Atlantic,2021,7,3,1,4429,4
East North Central,2021,7,1,2,5592,3
West North Central,2021,7,0,0,2760,0
South Atlantic,2021,7,4,2,3438,6
East South Central,2021,7,0,1,917,1
West South Central,2021,7,8,6,1898,14
Mountain,2021,7,1,0,3694,1
Pacific,2021,7,1,10,8356,11
New England,2021,8,0,0,1416,0
Middle Atlantic,2021,8,4,2,4844,6
East North Central,2021,8,3,3,5732,6
West North Central,2021,8,0,3,2963,3
South Atlantic,2021,8,6,5,3415,11
East South Central,2021,8,0,0,1062,0
West South Central,2021,8,1,6,2603,7
Mountain,2021,8,2,2,3860,4
Pacific,2021,8,1,4,8433,5
New England,2021,9,0,1,1356,1
Middle Atlantic,2021,9,0,0,4853,0
East North Central,2021,9,3,4,5587,7
West North Central,2021,9,1,0,3094,1
South Atlantic,2021,9,5,6,3461,11
East South Central,2021,9,2,0,926,2
West South Central,2021,9,1,1,2536,2
Mountain,2021,9,1,1,3586,2
Pacific,2021,9,1,4,8785,5
New England,2021,10,0,3,1623,3
Middle Atlantic,2021,10,2,2,4722,4
East North Central,2021,10,0,2,5455,2
West North Central,2021,10,1,1,2985,2
South Atlantic,2021,10,4,3,3331,7
East South Central,2021,10,3,0,930,3
West South Central,2021,10,1,7,2562,8
Mountain,2021,10,3,2,3855,5
Pacific,2021,10,1,1,8728,2
New England,2021,11,2,2,1421,4
Middle Atlantic,2021,11,1,1,4583,2
East North Central,2021,11,2,3,5503,5
West North Central,2021,11,1,2,3018,3
South Atlantic,2021,11,6,3,3746,9
East South Central,2021,11,2,0,933,2
West South Central,2021,11,7,5,2644,12
Mountain,2021,11,1,1,3987,2
Pacific,2021,11,4,2,8845,6
New England,2021,12,0,0,1591,0
Middle Atlantic,2021,12,0,1,4364,1
East North Central,2021,12,3,4,5705,7
West North Central,2021,12,1,1,3029,2
South Atlantic,2021,12,3,4,4057,7
East South Central,2021,12,1,4,909,5
West South Central,2021,12,3,3,2875,6
Mountain,2021,12,0,0,4347,0
Pacific,2021,12,2,0,8886,2
New England,2021,13,0,2,1555,2
Middle Atlantic,2021,13,2,0,4879,2
East North Central,2021,13,1,1,5317,2
West North Central,2021,13,0,0,1461,0
South Atlantic,2021,13,6,3,4225,9
East South Central,2021,13,2,0,868,2
West South Central,2021,13,1,2,2802,3
Mountain,2021,13,0,1,4004,1
Pacific,2021,13,1,0,6789,1
New England,2021,14,0,0,1597,0
Middle Atlantic,2021,14,0,0,4999,0
East North Central,2021,14,0,0,5382,0
West North Central,2021,14,0,1,2806,1
South Atlantic,2021,14,5,6,3836,11
East South Central,2021,14,2,1,871,3
West South Central,2021,14,0,4,2887,4
Mountain,2021,14,0,1,4249,1
Pacific,2021,14,3,1,4893,4
New England,2021,15,0,1,1334,1
Middle Atlantic,2021,15,0,2,5325,2
East North Central,2021,15,3,2,4741,5
West North Central,2021,15,0,2,1910,2
South Atlantic,2021,15,3,3,3912,6
East South Central,2021,15,1,1,993,2
West South Central,2021,15,1,1,2759,2
Mountain,2021,15,0,0,4256,0
Pacific,2021,15,0,1,5008,1
New England,2021,16,0,0,1230,0
Middle Atlantic,2021,16,1,0,5028,1
East North Central,2021,16,4,4,3957,8
West North Central,2021,16,1,0,3305,1
South Atlantic,2021,16,4,5,3669,9
East South Central,2021,16,1,0,977,1
West South Central,2021,16,0,5,2818,5
Mountain,2021,16,0,0,4684,0
Pacific,2021,16,1,2,4900,3
New England,2021,17,0,1,1271,1
Middle Atlantic,2021,17,0,0,5036,0
East North Central,2021,17,5,2,4103,7
West North Central,2021,17,0,0,3397,0
South Atlantic,2021,17,4,4,3572,8
East South Central,2021,17,1,0,931,1
West South Central,2021,17,4,2,2880,6
Mountain,2021,17,0,0,4754,0
Pacific,2021,17,2,1,5303,3
New England,2021,18,2,3,1168,5
Middle Atlantic,2021,18,0,1,4965,1
East North Central,2021,18,0,1,3735,1
West North Central,2021,18,0,0,3417,0
South Atlantic,2021,18,5,8,3343,13
East South Central,2021,18,0,0,996,0
West South Central,2021,18,3,1,2987,4
Mountain,2021,18,0,0,4325,0
Pacific,2021,18,0,1,5240,1
New England,2021,19,2,0,1075,2
Middle Atlantic,2021,19,1,0,4322,1
East North Central,2021,19,2,1,3582,3
West North Central,2021,19,0,0,3828,0
South Atlantic,2021,19,8,9,3419,17
East South Central,2021,19,2,0,977,2
West South Central,2021,19,2,1,2766,3
Mountain,2021,19,0,1,4286,1
Pacific,2021,19,0,1,4780,1
New England,2021,20,0,0,916,0
Middle Atlantic,2021,20,3,0,4604,3
East North Central,2021,20,3,7,3266,10
West North Central,2021,20,0,0,4018,0
South Atlantic,2021,20,11,5,3234,16
East South Central,2021,20,1,2,941,3
West South Central,2021,20,1,3,3083,4
Mountain,2021,20,2,1,3871,3
Pacific,2021,20,2,2,4483,4
New England,2021,21,0,0,805,0
Middle Atlantic,2021,21,0,0,4141,0
East North Central,2021,21,0,13,3036,13
West North Central,2021,21,0,0,3618,0
South Atlantic,2021,21,6,4,2667,10
East South Central,2021,21,0,1,906,1
West South Central,2021,21,6,3,3025,9
Mountain,2021,21,0,1,1881,1
Pacific,2021,21,2,1,4495,3
New England,2021,22,0,0,791,0
Middle Atlantic,2021,22,1,0,3686,1
East North Central,2021,22,1,8,2820,9
West North Central,2021,22,0,0,3734,0
South Atlantic,2021,22,3,2,2478,5
East South Central,2021,22,1,1,944,2
West South Central,2021,22,1,3,3051,4
Mountain,2021,22,0,1,1822,1
Pacific,2021,22,0,0,4560,0
New England,2021,23,0,0,770,0
Middle Atlantic,2021,23,1,1,3553,2
East North Central,2021,23,2,9,2745,11
West North Central,2021,23,0,1,4066,1
South Atlantic,2021,23,2,3,2421,5
East South Central,2021,23,0,0,867,0
West South Central,2021,23,3,2,3183,5
Mountain,2021,23,0,2,3344,2
Pacific,2021,23,0,0,4309,0
New England,2021,24,0,0,817,0
Middle Atlantic,2021,24,10,2,3550,12
East North Central,2021,24,2,8,2805,10
West North Central,2021,24,1,0,3360,1
South Atlantic,2021,24,1,1,2472,2
East South Central,2021,24,1,0,940,1
West South Central,2021,24,2,1,3240,3
Mountain,2021,24,0,0,2839,0
Pacific,2021,24,0,0,4417,0
New England,2021,25,0,0,879,0
Middle Atlantic,2021,25,1,1,3646,2
East North Central,2021,25,2,10,2685,12
West North Central,2021,25,1,1,3236,2
South Atlantic,2021,25,2,2,2161,4
East South Central,2021,25,1,0,891,1
West South Central,2021,25,2,3,3388,5
Mountain,2021,25,0,0,1095,0
Pacific,2021,25,3,0,4385,3
New England,2021,26,0,0,820,0
Middle Atlantic,2021,26,0,1,3538,1
East North Central,2021,26,0,1,2644,1
West North Central,2021,26,0,0,3198,0
South Atlantic,2021,26,2,5,2021,7
East South Central,2021,26,0,0,706,0
West South Central,2021,26,1,3,3413,4
Mountain,2021,26,0,1,2835,1
Pacific,2021,26,0,2,3581,2
New England,2021,27,0,0,873,0
Middle Atlantic,2021,27,3,0,2715,3
East North Central,2021,27,0,0,2837,0
West North Central,2021,27,0,0,4610,0
South Atlantic,2021,27,0,1,2142,1
East South Central,2021,27,0,0,563,0
West South Central,2021,27,1,5,3795,6
Mountain,2021,27,1,0,3049,1
Pacific,2021,27,0,3,4480,3
New England,2021,28,1,2,988,3
Middle Atlantic,2021,28,1,2,3492,3
East North Central,2021,28,2,1,3081,3
West North Central,2021,28,0,0,3392,0
South Atlantic,2021,28,0,1,2349,1
East South Central,2021,28,1,0,622,1
West South Central,2021,28,3,9,3981,12
Mountain,2021,28,1,1,3400,2
Pacific,2021,28,2,1,4950,3
New England,2021,29,0,1,1147,1
Middle Atlantic,2021,29,1,0,3805,1
East North Central,2021,29,1,1,3155,2
West North Central,2021,29,0,0,3365,0
South Atlantic,2021,29,2,3,2625,5
East South Central,2021,29,0,0,591,0
West South Central,2021,29,1,5,4540,6
Mountain,2021,29,0,3,3749,3
Pacific,2021,29,0,0,4741,0
New England,2021,30,0,0,1283,0
Middle Atlantic,2021,30,0,0,3987,0
East North Central,2021,30,3,0,3577,3
West North Central,2021,30,0,1,2792,1
South Atlantic,2021,30,1,4,2988,5
East South Central,2021,30,0,1,769,1
West South Central,2021,30,6,6,4735,12
Mountain,2021,30,0,0,4517,0
Pacific,2021,30,1,0,5628,1
New England,2021,31,0,0,1352,0
Middle Atlantic,2021,31,0,0,4305,0
East North Central,2021,31,3,0,3808,3
West North Central,2021,31,0,1,3109,1
South Atlantic,2021,31,0,6,2378,6
East South Central,2021,31,1,0,636,1
West South Central,2021,31,8,7,4919,15
Mountain,2021,31,0,1,2198,1
Pacific,2021,31,2,3,6184,5
New England,2021,32,0,0,1471,0
Middle Atlantic,2021,32,0,0,4674,0
East North Central,2021,32,0,1,4585,1
West North Central,2021,32,0,0,3156,0
South Atlantic,2021,32,4,3,3071,7
East South Central,2021,32,0,0,807,0
West South Central,2021,32,3,7,5318,10
Mountain,2021,32,0,0,5819,0
Pacific,2021,32,1,0,6290,1
New England,2021,33,0,0,1530,0
Middle Atlantic,2021,33,2,0,4772,2
East North Central,2021,33,2,2,4617,4
West North Central,2021,33,0,0,3847,0
South Atlantic,2021,33,3,1,3045,4
East South Central,2021,33,2,2,856,4
West South Central,2021,33,5,4,5635,9
Mountain,2021,33,0,0,2747,0
Pacific,2021,33,0,1,6421,1
New England,2021,34,0,0,1428,0
Middle Atlantic,2021,34,0,0,5279,0
East North Central,2021,34,2,2,5655,4
West North Central,2021,34,0,0,3969,0
South Atlantic,2021,34,4,5,4193,9
East South Central,2021,34,0,0,924,0
West South Central,2021,34,4,2,6142,6
Mountain,2021,34,1,1,6935,2
Pacific,2021,34,2,1,5582,3
New England,2021,35,0,0,1558,0
Middle Atlantic,2021,35,1,0,5153,1
East North Central,2021,35,4,2,6052,6
West North Central,2021,35,1,2,4590,3
South Atlantic,2021,35,4,3,4069,7
East South Central,2021,35,0,0,858,0
West South Central,2021,35,5,4,5854,9
Mountain,2021,35,0,1,6745,1
Pacific,2021,35,7,1,6238,8
New England,2021,36,0,0,1420,0
Middle Atlantic,2021,36,1,0,5057,1
East North Central,2021,36,1,2,7078,3
West North Central,2021,36,0,0,5259,0
South Atlantic,2021,36,0,0,3998,0
East South Central,2021,36,0,0,643,0
West South Central,2021,36,5,5,5167,10
Mountain,2021,36,0,0,2041,0
Pacific,2021,36,4,2,6249,6
New England,2021,37,1,1,1556,2
Middle Atlantic,2021,37,1,1,5579,2
East North Central,2021,37,1,0,8345,1
West North Central,2021,37,0,3,5821,3
South Atlantic,2021,37,7,2,4259,9
East South Central,2021,37,0,0,1542,0
West South Central,2021,37,1,1,5019,2
Mountain,2021,37,0,3,5124,3
Pacific,2021,37,0,3,6265,3
New England,2021,38,0,0,1790,0
Middle Atlantic,2021,38,1,0,6040,1
East North Central,2021,38,3,3,5773,6
West North Central,2021,38,2,3,5428,5
South Atlantic,2021,38,2,3,4143,5
East South Central,2021,38,0,1,1647,1
West South Central,2021,38,3,5,4785,8
Mountain,2021,38,0,0,4864,0
Pacific,2021,38,1,2,6164,3
New England,2021,39,1,2,2079,3
Middle Atlantic,2021,39,3,3,6153,6
East North Central,2021,39,3,2,8853,5
West North Central,2021,39,7,1,5769,8
South Atlantic,2021,39,4,6,4142,10
East South Central,2021,39,0,0,1609,0
West South Central,2021,39,3,6,4715,9
Mountain,2021,39,4,1,4871,5
Pacific,2021,39,4,2,6065,6
New England,2021,40,1,1,2090,2
Middle Atlantic,2021,40,5,3,6214,8
East North Central,2021,40,10,9,9107,19
West North Central,2021,40,4,4,5852,8
South Atlantic,2021,40,9,9,4314,18
East South Central,2021,40,0,0,1427,0
West South Central,2021,40,4,5,8577,9
Mountain,2021,40,2,1,5149,3
Pacific,2021,40,6,5,6958,11
New England,2021,41,0,1,2203,1
Middle Atlantic,2021,41,4,2,5834,6
East North Central,2021,41,6,6,8287,12
West North Central,2021,41,1,2,5318,3
South Atlantic,2021,41,3,10,4461,13
East South Central,2021,41,0,0,1760,0
West South Central,2021,41,2,6,5485,8
Mountain,2021,41,1,1,5119,2
Pacific,2021,41,7,4,7846,11
New England,2021,42,0,1,2175,1
Middle Atlantic,2021,42,4,4,5990,8
East North Central,2021,42,7,12,8315,19
West North Central,2021,42,3,2,5791,5
South Atlantic,2021,42,1,5,4835,6
East South Central,2021,42,0,0,1369,0
West South Central,2021,42,5,12,5616,17
Mountain,2021,42,1,0,6814,1
Pacific,2021,42,5,3,8008,8
New England,2021,43,3,0,1925,3
Middle Atlantic,2021,43,3,2,6084,5
East North Central,2021,43,8,4,8490,12
West North Central,2021,43,2,2,5923,4
South Atlantic,2021,43,50,7,4796,57
East South Central,2021,43,3,2,1510,5
West South Central,2021,43,7,8,5826,15
Mountain,2021,43,2,2,5621,4
Pacific,2021,43,21,6,11739,27
New England,2021,44,8,1,2201,9
Middle Atlantic,2021,44,16,1,6267,17
East North Central,2021,44,19,10,10348,29
West North Central,2021,44,8,3,6616,11
South Atlantic,2021,44,40,10,5409,50
East South Central,2021,44,3,1,1826,4
West South Central,2021,44,4,3,5542,7
Mountain,2021,44,3,1,6816,4
Pacific,2021,44,23,7,12010,30
New England,2021,45,59,3,2409,62
Middle Atlantic,2021,45,48,2,6782,50
East North Central,2021,45,30,4,10906,34
West North Central,2021,45,13,1,8325,14
South Atlantic,2021,45,89,12,5782,101
