region,year,week,total_a,total_b,total_specimens,total_cases
Kansas,2016,44,0,0,52,0
Kentucky,2016,44,0,0,253,0
Louisiana,2016,44,7,3,580,10
Maryland,2016,44,0,0,100,0
Massachusetts,2016,44,5,2,408,7
Michigan,2016,44,4,0,771,4
Minnesota,2016,44,3,0,311,3
Mississippi,2016,44,1,1,80,2
Missouri,2016,44,0,0,609,0
Montana,2016,44,2,0,95,2
Nebraska,2016,44,0,0,103,0
Nevada,2016,44,1,1,14,2
New Hampshire,2016,44,1,1,20,2
New Mexico,2016,44,0,0,230,0
New York,2016,44,12,2,1580,14
North Carolina,2016,44,5,6,253,11
North Dakota,2016,44,0,0,44,0
Ohio,2016,44,9,9,1174,18
Oklahoma,2016,44,2,0,151,2
Oregon,2016,44,13,1,290,14
Pennsylvania,2016,44,0,0,346,0
South Carolina,2016,44,1,1,230,2
South Dakota,2016,44,2,0,126,2
Tennessee,2016,44,0,2,125,2
Texas,2016,44,12,9,1275,21
Utah,2016,44,8,0,480,8
Vermont,2016,44,0,0,71,0
Virginia,2016,44,0,0,217,0
Washington,2016,44,16,0,537,16
West Virginia,2016,44,0,1,409,1
Wisconsin,2016,44,2,0,580,2
Alabama,2016,45,5,1,625,6
Arizona,2016,45,1,0,143,1
Arkansas,2016,45,0,0,57,0
California,2016,45,10,1,839,11
Colorado,2016,45,8,0,394,8
Connecticut,2016,45,2,0,298,2
Delaware,2016,45,1,0,90,1
Florida,2016,45,78,79,1442,157
Georgia,2016,45,7,2,670,9
Idaho,2016,45,0,0,29,0
Illinois,2016,45,1,0,277,1
Indiana,2016,45,0,2,153,2
Iowa,2016,45,1,0,119,1
Kansas,2016,45,0,0,80,0
Kentucky,2016,45,0,0,269,0
Louisiana,2016,45,10,2,641,12
Maryland,2016,45,0,0,135,0
Massachusetts,2016,45,5,1,467,6
Michigan,2016,45,0,0,802,0
Minnesota,2016,45,0,0,216,0
Mississippi,2016,45,0,0,92,0
Missouri,2016,45,0,0,601,0
Montana,2016,45,1,0,117,1
Nebraska,2016,45,0,0,81,0
Nevada,2016,45,0,0,11,0
New Hampshire,2016,45,0,0,25,0
New Mexico,2016,45,0,0,234,0
New York,2016,45,18,1,1685,19
North Carolina,2016,45,4,2,186,6
North Dakota,2016,45,1,0,36,1
Ohio,2016,45,8,4,1333,12
Oklahoma,2016,45,2,0,148,2
Oregon,2016,45,39,0,273,39
Pennsylvania,2016,45,1,2,385,3
South Carolina,2016,45,0,1,229,1
South Dakota,2016,45,0,0,130,0
Tennessee,2016,45,1,1,184,2
Texas,2016,45,10,19,1514,29
Utah,2016,45,16,0,517,16
Vermont,2016,45,0,0,56,0
Virginia,2016,45,0,0,216,0
Washington,2016,45,33,1,562,34
West Virginia,2016,45,0,0,433,0
Wisconsin,2016,45,1,0,569,1
Alabama,2016,46,15,9,678,24
Arizona,2016,46,1,0,182,1
Arkansas,2016,46,1,0,45,1
California,2016,46,10,1,878,11
Colorado,2016,46,7,1,386,8
Connecticut,2016,46,4,0,350,4
Delaware,2016,46,3,0,108,3
Florida,2016,46,75,69,1571,144
Georgia,2016,46,14,9,818,23
Idaho,2016,46,2,0,36,2
Illinois,2016,46,4,3,291,7
Indiana,2016,46,1,0,160,1
Iowa,2016,46,0,0,98,0
Kansas,2016,46,1,2,81,3
Kentucky,2016,46,0,0,266,0
Louisiana,2016,46,21,5,735,26
Maryland,2016,46,0,0,108,0
Massachusetts,2016,46,5,0,439,5
Michigan,2016,46,3,4,754,7
Minnesota,2016,46,1,0,305,1
Mississippi,2016,46,0,0,104,0
Missouri,2016,46,5,1,701,6
Montana,2016,46,4,0,133,4
Nebraska,2016,46,0,0,74,0
New Hampshire,2016,46,1,0,29,1
New Mexico,2016,46,0,0,284,0
New York,2016,46,21,4,1705,25
North Carolina,2016,46,3,2,267,5
North Dakota,2016,46,0,0,39,0
Ohio,2016,46,9,7,1376,16
Oklahoma,2016,46,2,0,204,2
Oregon,2016,46,48,0,367,48
Pennsylvania,2016,46,2,2,453,4
South Carolina,2016,46,0,1,267,1
South Dakota,2016,46,1,0,122,1
Tennessee,2016,46,1,0,162,1
Texas,2016,46,21,22,1746,43
Utah,2016,46,7,0,483,7
Vermont,2016,46,1,0,75,1
Virginia,2016,46,0,0,181,0
Washington,2016,46,38,1,610,39
West Virginia,2016,46,2,0,427,2
Wisconsin,2016,46,4,0,576,4
Alabama,2016,47,14,8,650,22
Arizona,2016,47,3,0,165,3
Arkansas,2016,47,0,0,56,0
California,2016,47,15,2,840,17
Colorado,2016,47,10,1,372,11
Connecticut,2016,47,5,1,328,6
Delaware,2016,47,6,0,94,6
Florida,2016,47,122,95,1702,217
Georgia,2016,47,7,5,765,12
Idaho,2016,47,5,0,57,5
Illinois,2016,47,6,1,337,7
Indiana,2016,47,0,0,156,0
Iowa,2016,47,2,0,129,2
Kansas,2016,47,0,0,73,0
Kentucky,2016,47,0,0,243,0
Louisiana,2016,47,20,5,716,25
Maryland,2016,47,1,1,107,2
Massachusetts,2016,47,3,3,455,6
Michigan,2016,47,15,1,744,16
Minnesota,2016,47,1,0,276,1
Mississippi,2016,47,1,0,84,1
Missouri,2016,47,11,1,584,12
Montana,2016,47,3,0,119,3
Nebraska,2016,47,0,1,95,1
Nevada,2016,47,1,0,10,1
New Hampshire,2016,47,0,0,26,0
New Mexico,2016,47,1,0,236,1
New York,2016,47,30,3,1672,33
North Carolina,2016,47,2,3,287,5
North Dakota,2016,47,0,0,29,0
Ohio,2016,47,10,7,1215,17
Oklahoma,2016,47,1,0,182,1
Oregon,2016,47,58,0,357,58
Pennsylvania,2016,47,2,2,431,4
South Carolina,2016,47,1,4,239,5
South Dakota,2016,47,0,0,121,0
Tennessee,2016,47,2,3,197,5
Texas,2016,47,17,16,1537,33
Utah,2016,47,16,0,549,16
Vermont,2016,47,0,0,81,0
Virginia,2016,47,0,0,184,0
Washington,2016,47,35,1,649,36
West Virginia,2016,47,3,1,413,4
Wisconsin,2016,47,5,0,571,5
Alabama,2016,48,20,9,714,29
Arizona,2016,48,1,0,223,1
Arkansas,2016,48,2,1,73,3
California,2016,48,17,2,1063,19
Colorado,2016,48,17,0,462,17
Connecticut,2016,48,4,1,390,5
Delaware,2016,48,14,1,168,15
Florida,2016,48,111,80,1684,191
Georgia,2016,48,13,8,841,21
Idaho,2016,48,3,0,44,3
Illinois,2016,48,3,2,317,5
Indiana,2016,48,0,0,184,0
Iowa,2016,48,2,0,110,2
Kansas,2016,48,1,1,91,2
Kentucky,2016,48,0,1,304,1
Louisiana,2016,48,16,6,741,22
Maryland,2016,48,1,1,162,2
Massachusetts,2016,48,20,2,595,22
Michigan,2016,48,5,2,924,7
Minnesota,2016,48,5,2,410,7
Mississippi,2016,48,1,1,129,2
Missouri,2016,48,16,2,715,18
Montana,2016,48,2,0,109,2
Nebraska,2016,48,1,0,88,1
Nevada,2016,48,1,0,12,1
New Hampshire,2016,48,0,0,27,0
New Mexico,2016,48,4,0,289,4
New York,2016,48,60,14,2068,74
North Carolina,2016,48,6,3,315,9
North Dakota,2016,48,0,0,47,0
Ohio,2016,48,16,5,1463,21
Oklahoma,2016,48,1,0,192,1
Oregon,2016,48,44,1,416,45
Pennsylvania,2016,48,3,1,472,4
South Carolina,2016,48,1,0,285,1
South Dakota,2016,48,0,0,153,0
Tennessee,2016,48,2,6,209,8
Texas,2016,48,12,20,1780,32
Utah,2016,48,30,0,630,30
Vermont,2016,48,3,0,91,3
Virginia,2016,48,0,0,206,0
Washington,2016,48,33,0,606,33
West Virginia,2016,48,5,3,483,8
Wisconsin,2016,48,7,2,744,9
Alabama,2016,49,20,7,723,27
Arizona,2016,49,1,0,165,1
Arkansas,2016,49,0,0,50,0
California,2016,49,30,2,1021,32
Colorado,2016,49,18,3,488,21
Connecticut,2016,49,1,0,341,1
Delaware,2016,49,8,0,172,8
Florida,2016,49,171,75,1728,246
Georgia,2016,49,19,10,763,29
Idaho,2016,49,6,0,50,6
Illinois,2016,49,3,2,335,5
Indiana,2016,49,1,0,177,1
Iowa,2016,49,2,0,119,2
Kansas,2016,49,0,0,87,0
Kentucky,2016,49,0,0,332,0
Louisiana,2016,49,16,2,737,18
Maryland,2016,49,2,0,137,2
Massachusetts,2016,49,8,5,509,13
Michigan,2016,49,24,7,952,31
Minnesota,2016,49,7,0,358,7
Mississippi,2016,49,2,2,87,4
Missouri,2016,49,11,1,762,12
Montana,2016,49,9,1,137,10
Nebraska,2016,49,5,0,110,5
Nevada,2016,49,0,0,11,0
New Hampshire,2016,49,0,0,20,0
New Mexico,2016,49,1,0,180,1
New York,2016,49,46,2,1483,48
North Carolina,2016,49,8,3,321,11
North Dakota,2016,49,0,0,26,0
Ohio,2016,49,25,8,1481,33
Oklahoma,2016,49,2,0,179,2
Oregon,2016,49,56,0,392,56
Pennsylvania,2016,49,13,3,498,16
South Carolina,2016,49,0,4,311,4
South Dakota,2016,49,0,0,158,0
Tennessee,2016,49,3,1,184,4
Texas,2016,49,37,29,1653,66
Utah,2016,49,33,0,584,33
Vermont,2016,49,7,0,121,7
Virginia,2016,49,3,0,248,3
Washington,2016,49,38,0,681,38
West Virginia,2016,49,5,2,453,7
Wisconsin,2016,49,13,3,684,16
Alabama,2016,50,31,8,801,39
Arizona,2016,50,0,0,226,0
Arkansas,2016,50,1,0,75,1
California,2016,50,64,4,1222,68
Colorado,2016,50,22,2,533,24
Connecticut,2016,50,13,0,391,13
Delaware,2016,50,14,0,158,14
Florida,2016,50,260,86,1738,346
Georgia,2016,50,79,22,956,101
Idaho,2016,50,8,0,56,8
Illinois,2016,50,7,11,401,18
Indiana,2016,50,2,1,172,3
Iowa,2016,50,4,0,124,4
Kansas,2016,50,3,0,94,3
Kentucky,2016,50,2,0,361,2
Louisiana,2016,50,51,4,861,55
Maryland,2016,50,3,0,175,3
Massachusetts,2016,50,17,3,563,20
Michigan,2016,50,31,1,896,32
Minnesota,2016,50,7,0,338,7
Mississippi,2016,50,5,2,116,7
Missouri,2016,50,24,1,755,25
Montana,2016,50,10,0,129,10
Nebraska,2016,50,2,0,106,2
Nevada,2016,50,5,0,33,5
New Hampshire,2016,50,0,0,16,0
New Mexico,2016,50,6,0,357,6
New York,2016,50,126,8,2102,134
North Carolina,2016,50,12,8,313,20
North Dakota,2016,50,1,0,30,1
Ohio,2016,50,38,4,1647,42
Oklahoma,2016,50,5,0,197,5
Oregon,2016,50,151,0,579,151
Pennsylvania,2016,50,14,2,525,16
South Carolina,2016,50,5,6,360,11
South Dakota,2016,50,2,1,144,3
Tennessee,2016,50,7,3,220,10
Texas,2016,50,75,24,2035,99
Utah,2016,50,92,0,766,92
Vermont,2016,50,7,0,101,7
Virginia,2016,50,9,0,232,9
Washington,2016,50,69,2,714,71
West Virginia,2016,50,12,1,503,13
Wisconsin,2016,50,16,2,764,18
Alabama,2016,51,44,13,970,57
Arizona,2016,51,6,0,237,6
Arkansas,2016,51,4,0,82,4
California,2016,51,105,1,1342,106
Colorado,2016,51,54,5,653,59
Connecticut,2016,51,44,3,433,47
Delaware,2016,51,7,0,180,7
Florida,2016,51,375,87,2141,462
Georgia,2016,51,99,35,1206,134
Idaho,2016,51,30,0,87,30
Illinois,2016,51,19,9,453,28
Indiana,2016,51,3,0,217,3
Iowa,2016,51,7,2,165,9
Kansas,2016,51,18,0,126,18
Kentucky,2016,51,8,1,353,9
Louisiana,2016,51,109,24,1050,133
Maryland,2016,51,4,1,154,5
Massachusetts,2016,51,31,4,632,35
Michigan,2016,51,40,14,951,54
Minnesota,2016,51,14,2,373,16
Mississippi,2016,51,4,3,162,7
Missouri,2016,51,37,1,757,38
Montana,2016,51,25,1,180,26
Nebraska,2016,51,8,1,150,9
Nevada,2016,51,5,0,29,5
New Hampshire,2016,51,3,0,25,3
New Mexico,2016,51,5,0,350,5
New York,2016,51,335,15,2525,350
North Carolina,2016,51,98,12,520,110
North Dakota,2016,51,2,0,33,2
Ohio,2016,51,79,10,1719,89
Oklahoma,2016,51,12,3,224,15
Oregon,2016,51,239,3,737,242
Pennsylvania,2016,51,29,9,571,38
South Carolina,2016,51,13,9,380,22
South Dakota,2016,51,5,1,157,6
Tennessee,2016,51,15,1,267,16
Texas,2016,51,86,46,1949,132
Utah,2016,51,217,4,984,221
Vermont,2016,51,11,2,145,13
Virginia,2016,51,10,0,229,10
Washington,2016,51,176,2,942,178
West Virginia,2016,51,31,4,560,35
Wisconsin,2016,51,39,6,826,45
Alabama,2016,52,65,16,989,81
Arizona,2016,52,2,1,282,3
Arkansas,2016,52,5,0,84,5
California,2016,52,186,9,1630,195
Colorado,2016,52,127,6,915,133
Connecticut,2016,52,107,6,653,113
Delaware,2016,52,17,0,205,17
Florida,2016,52,338,76,1867,414
Georgia,2016,52,115,29,1325,144
Idaho,2016,52,35,0,106,35
Illinois,2016,52,43,16,607,59
Indiana,2016,52,5,1,191,6
Iowa,2016,52,12,2,131,14
Kansas,2016,52,7,0,138,7
Kentucky,2016,52,7,0,350,7
Louisiana,2016,52,117,35,1284,152
Maine,2016,52,7,0,61,7
Maryland,2016,52,52,2,270,54
Massachusetts,2016,52,82,5,887,87
Michigan,2016,52,63,10,1230,73
Minnesota,2016,52,31,3,468,34
Mississippi,2016,52,14,8,179,22
Missouri,2016,52,70,5,928,75
Montana,2016,52,68,0,244,68
Nebraska,2016,52,10,0,160,10
New Hampshire,2016,52,2,0,40,2
New Mexico,2016,52,9,3,354,12
New York,2016,52,708,14,3281,722
North Carolina,2016,52,78,9,658,87
North Dakota,2016,52,11,0,64,11
Ohio,2016,52,172,20,2121,192
Oklahoma,2016,52,14,2,265,16
Oregon,2016,52,522,0,1199,522
Pennsylvania,2016,52,54,15,672,69
South Carolina,2016,52,19,13,476,32
South Dakota,2016,52,11,0,210,11
Tennessee,2016,52,30,4,338,34
Texas,2016,52,129,38,2449,167
Utah,2016,52,308,1,1240,309
Vermont,2016,52,21,1,195,22
Virginia,2016,52,29,1,241,30
Washington,2016,52,333,2,1459,335
West Virginia,2016,52,54,10,765,64
Wisconsin,2016,52,72,5,1032,77
Alabama,2017,1,52,12,919,64
Arizona,2017,1,10,0,299,10
Arkansas,2017,1,6,0,46,6
California,2017,1,291,0,1867,291
Colorado,2017,1,112,3,949,115
Connecticut,2017,1,75,6,602,81
Delaware,2017,1,23,1,231,24
Florida,2017,1,304,54,1885,358
Georgia,2017,1,91,24,1152,115
Idaho,2017,1,36,0,150,36
Illinois,2017,1,43,15,626,58
Indiana,2017,1,11,2,272,13
Iowa,2017,1,34,2,225,36
Kansas,2017,1,6,0,142,6
Kentucky,2017,1,10,1,358,11
Louisiana,2017,1,121,37,1279,158
Maine,2017,1,9,2,73,11
Maryland,2017,1,21,3,215,24
Massachusetts,2017,1,84,10,990,94
Michigan,2017,1,85,16,1259,101
Minnesota,2017,1,37,3,536,40
Mississippi,2017,1,11,1,133,12
Missouri,2017,1,85,6,972,91
Montana,2017,1,51,0,221,51
Nebraska,2017,1,16,2,171,18
Nevada,2017,1,1,0,24,1
New Hampshire,2017,1,4,0,46,4
New Mexico,2017,1,27,0,444,27
New York,2017,1,603,22,3627,625
North Carolina,2017,1,29,11,537,40
North Dakota,2017,1,4,0,55,4
Ohio,2017,1,193,29,2311,222
Oklahoma,2017,1,16,3,298,19
Oregon,2017,1,520,4,1473,524
Pennsylvania,2017,1,93,11,883,104
South Carolina,2017,1,25,9,382,34
South Dakota,2017,1,8,0,184,8
Tennessee,2017,1,20,5,283,25
Texas,2017,1,155,42,2278,197
Utah,2017,1,222,2,1303,224
Vermont,2017,1,39,2,256,41
Virginia,2017,1,28,3,325,31
Washington,2017,1,406,8,1793,414
West Virginia,2017,1,38,14,764,52
Wisconsin,2017,1,93,5,1201,98
Alabama,2017,2,67,16,845,83
Arizona,2017,2,7,0,292,7
Arkansas,2017,2,4,1,86,5
California,2017,2,313,7,1953,320
Colorado,2017,2,101,3,876,104
Connecticut,2017,2,78,3,616,81
Delaware,2017,2,30,1,233,31
Florida,2017,2,211,34,1380,245
Georgia,2017,2,131,25,1090,156
Idaho,2017,2,38,0,170,38
Illinois,2017,2,78,27,663,105
Indiana,2017,2,7,1,245,8
Iowa,2017,2,36,1,287,37
Kansas,2017,2,17,0,166,17
Kentucky,2017,2,18,1,285,19
Louisiana,2017,2,126,46,1248,172
Maine,2017,2,13,0,77,13
Maryland,2017,2,23,4,202,27
Massachusetts,2017,2,163,8,1072,171
Michigan,2017,2,102,15,1242,117
Minnesota,2017,2,59,5,644,64
Mississippi,2017,2,7,3,128,10
Missouri,2017,2,115,11,1032,126
Montana,2017,2,57,1,273,58
Nebraska,2017,2,33,0,178,33
Nevada,2017,2,6,0,35,6
New Hampshire,2017,2,2,2,32,4
New Mexico,2017,2,33,3,467,36
New York,2017,2,732,51,3714,783
North Carolina,2017,2,54,12,460,66
North Dakota,2017,2,4,9,68,13
Ohio,2017,2,261,36,2402,297
Oklahoma,2017,2,29,1,298,30
Oregon,2017,2,447,4,1404,451
Pennsylvania,2017,2,120,21,961,141
South Carolina,2017,2,31,13,433,44
South Dakota,2017,2,27,0,237,27
Tennessee,2017,2,23,6,272,29
Texas,2017,2,285,47,2400,332
Utah,2017,2,226,0,1221,226
Vermont,2017,2,29,0,209,29
Virginia,2017,2,18,7,360,25
Washington,2017,2,461,8,1924,469
West Virginia,2017,2,30,12,652,42
Wisconsin,2017,2,126,22,1290,148
Alabama,2017,3,77,17,735,94
Arizona,2017,3,6,1,269,7
Arkansas,2017,3,10,0,95,10
California,2017,3,234,8,1791,242
Colorado,2017,3,102,6,802,108
Connecticut,2017,3,123,5,637,128
Delaware,2017,3,37,3,219,40
Florida,2017,3,418,79,1970,497
Georgia,2017,3,241,27,1323,268
Idaho,2017,3,28,0,146,28
Illinois,2017,3,89,27,670,116
Indiana,2017,3,23,3,246,26
Iowa,2017,3,62,7,283,69
Kansas,2017,3,25,2,167,27
Kentucky,2017,3,20,2,321,22
Louisiana,2017,3,197,58,1381,255
Maine,2017,3,30,0,122,30
Maryland,2017,3,34,12,230,46
Massachusetts,2017,3,184,11,1098,195
Michigan,2017,3,157,36,1396,193
Minnesota,2017,3,109,5,673,114
Mississippi,2017,3,11,4,141,15
Missouri,2017,3,120,16,1028,136
Montana,2017,3,54,1,240,55
Nebraska,2017,3,44,0,192,44
Nevada,2017,3,6,0,28,6
New Hampshire,2017,3,1,1,51,2
New Mexico,2017,3,51,1,530,52
New York,2017,3,922,53,3787,975
North Carolina,2017,3,64,6,507,70
North Dakota,2017,3,19,0,88,19
Ohio,2017,3,360,60,2603,420
Oklahoma,2017,3,27,3,292,30
Oregon,2017,3,430,7,1370,437
Pennsylvania,2017,3,173,19,1051,192
South Carolina,2017,3,32,25,467,57
South Dakota,2017,3,48,1,279,49
Tennessee,2017,3,26,6,268,32
Texas,2017,3,340,55,2417,395
Utah,2017,3,183,1,1095,184
Vermont,2017,3,32,4,270,36
Virginia,2017,3,33,6,405,39
Washington,2017,3,480,17,1972,497
West Virginia,2017,3,53,19,696,72
Wisconsin,2017,3,155,24,1362,179
Alabama,2017,4,79,18,766,97
Arizona,2017,4,10,0,299,10
Arkansas,2017,4,12,0,111,12
California,2017,4,211,8,1725,219
Colorado,2017,4,109,9,829,118
Connecticut,2017,4,130,7,693,137
Delaware,2017,4,54,3,226,57
Florida,2017,4,392,81,1930,473
Georgia,2017,4,213,36,1287,249
Idaho,2017,4,33,0,125,33
Illinois,2017,4,67,37,678,104
Indiana,2017,4,26,1,267,27
Iowa,2017,4,76,7,301,83
Kansas,2017,4,12,0,138,12
Kentucky,2017,4,25,0,363,25
Louisiana,2017,4,231,31,1577,262
Maine,2017,4,26,0,104,26
Maryland,2017,4,47,23,280,70
Massachusetts,2017,4,235,14,1392,249
Michigan,2017,4,162,52,1371,214
Minnesota,2017,4,115,8,706,123
Mississippi,2017,4,16,1,134,17
Missouri,2017,4,126,17,1123,143
Montana,2017,4,41,2,234,43
Nebraska,2017,4,53,0,213,53
Nevada,2017,4,5,0,28,5
New Hampshire,2017,4,4,0,38,4
New Mexico,2017,4,77,6,618,83
New York,2017,4,1052,74,4271,1126
North Carolina,2017,4,59,9,521,68
North Dakota,2017,4,13,2,103,15
Ohio,2017,4,378,85,2647,463
Oklahoma,2017,4,56,8,340,64
Oregon,2017,4,315,15,1213,330
Pennsylvania,2017,4,199,25,1008,224
South Carolina,2017,4,50,31,539,81
South Dakota,2017,4,48,0,258,48
Tennessee,2017,4,15,2,231,17
Texas,2017,4,402,74,2699,476
Utah,2017,4,150,2,1073,152
Vermont,2017,4,27,2,254,29
Virginia,2017,4,46,8,411,54
Washington,2017,4,343,17,1773,360
West Virginia,2017,4,38,20,563,58
Wisconsin,2017,4,253,44,1503,297
Alabama,2017,5,118,27,1033,145
Arizona,2017,5,11,0,294,11
Arkansas,2017,5,19,5,129,24
California,2017,5,248,12,1820,260
Colorado,2017,5,151,11,991,162
Connecticut,2017,5,164,5,721,169
Delaware,2017,5,89,6,306,95
Florida,2017,5,499,109,2395,608
Georgia,2017,5,278,62,1572,340
Idaho,2017,5,20,0,120,20
Illinois,2017,5,120,50,689,170
Indiana,2017,5,54,8,294,62
Iowa,2017,5,134,29,476,163
Kansas,2017,5,22,1,165,23
Kentucky,2017,5,34,2,386,36
Louisiana,2017,5,349,87,1822,436
Maine,2017,5,44,1,137,45
Maryland,2017,5,63,8,285,71
Massachusetts,2017,5,288,16,1324,304
Michigan,2017,5,205,63,1622,268
Minnesota,2017,5,133,13,775,146
Mississippi,2017,5,26,4,156,30
Missouri,2017,5,149,28,1141,177
Montana,2017,5,34,1,223,35
Nebraska,2017,5,65,5,251,70
Nevada,2017,5,15,0,32,15
New Hampshire,2017,5,1,0,34,1
New Mexico,2017,5,124,3,639,127
New York,2017,5,1129,64,4288,1193
North Carolina,2017,5,164,18,752,182
North Dakota,2017,5,13,1,103,14
Ohio,2017,5,438,112,2750,550
Oklahoma,2017,5,72,24,454,96
Oregon,2017,5,269,16,1058,285
Pennsylvania,2017,5,280,33,1160,313
South Carolina,2017,5,54,26,540,80
South Dakota,2017,5,66,7,328,73
Tennessee,2017,5,33,11,301,44
Texas,2017,5,664,107,3425,771
Utah,2017,5,166,6,1056,172
Vermont,2017,5,20,4,202,24
Virginia,2017,5,70,4,268,74
Washington,2017,5,245,24,1606,269
West Virginia,2017,5,33,11,644,44
Wisconsin,2017,5,357,51,1558,408
Alabama,2017,6,143,47,1219,190
Arizona,2017,6,18,8,378,26
Arkansas,2017,6,50,1,192,51
California,2017,6,276,11,1844,287
Colorado,2017,6,166,22,1062,188
Connecticut,2017,6,189,9,711,198
Delaware,2017,6,102,8,327,110
Florida,2017,6,590,124,2918,714
Georgia,2017,6,263,95,1718,358
Idaho,2017,6,19,0,112,19
Illinois,2017,6,193,85,1058,278
Indiana,2017,6,84,15,400,99
Iowa,2017,6,165,30,590,195
Kansas,2017,6,31,6,203,37
Kentucky,2017,6,76,4,441,80
Louisiana,2017,6,424,136,2217,560
Maine,2017,6,64,0,180,64
Maryland,2017,6,105,19,375,124
Massachusetts,2017,6,413,31,1581,444
Michigan,2017,6,368,132,2106,500
Minnesota,2017,6,141,25,876,166
Mississippi,2017,6,40,4,228,44
Missouri,2017,6,210,62,1439,272
Montana,2017,6,32,9,212,41
Nebraska,2017,6,77,7,286,84
Nevada,2017,6,6,0,34,6
New Hampshire,2017,6,5,0,29,5
New Mexico,2017,6,203,14,946,217
New York,2017,6,1171,95,4243,1266
North Carolina,2017,6,208,18,890,226
North Dakota,2017,6,22,2,141,24
Ohio,2017,6,636,342,3486,978
Oklahoma,2017,6,110,27,576,137
Oregon,2017,6,169,9,912,178
Pennsylvania,2017,6,354,53,1323,407
South Carolina,2017,6,85,39,661,124
South Dakota,2017,6,94,6,364,100
Tennessee,2017,6,46,10,338,56
Texas,2017,6,892,185,4145,1077
Utah,2017,6,155,2,1176,157
Vermont,2017,6,38,6,224,44
Virginia,2017,6,125,7,406,132
Washington,2017,6,130,18,1293,148
West Virginia,2017,6,47,38,710,85
Wisconsin,2017,6,642,96,2184,738
Alabama,2017,7,167,77,1279,244
Arizona,2017,7,17,1,349,18
Arkansas,2017,7,41,6,220,47
California,2017,7,192,12,1797,204
Colorado,2017,7,164,28,973,192
Connecticut,2017,7,143,11,704,154
Delaware,2017,7,93,9,334,102
Florida,2017,7,546,146,2853,692
Georgia,2017,7,246,162,1856,408
Idaho,2017,7,17,0,91,17
Illinois,2017,7,232,135,1188,367
Indiana,2017,7,109,29,456,138
Iowa,2017,7,149,37,572,186
Kansas,2017,7,32,2,305,34
Kentucky,2017,7,74,4,496,78
Louisiana,2017,7,406,141,2136,547
Maine,2017,7,74,7,241,81
Maryland,2017,7,116,38,441,154
Massachusetts,2017,7,359,37,1483,396
Michigan,2017,7,520,196,2411,716
Minnesota,2017,7,169,64,991,233
Mississippi,2017,7,40,5,240,45
Missouri,2017,7,223,88,1456,311
Montana,2017,7,35,3,244,38
Nebraska,2017,7,70,24,322,94
Nevada,2017,7,4,2,42,6
New Hampshire,2017,7,4,2,42,6
New Mexico,2017,7,255,4,1061,259
New York,2017,7,871,122,4146,993
North Carolina,2017,7,212,42,992,254
North Dakota,2017,7,38,8,170,46
Ohio,2017,7,864,367,4101,1231
Oklahoma,2017,7,117,32,546,149
Oregon,2017,7,105,20,853,125
Pennsylvania,2017,7,354,42,1224,396
South Carolina,2017,7,115,62,707,177
South Dakota,2017,7,108,18,437,126
Tennessee,2017,7,52,11,397,63
Texas,2017,7,802,200,3884,1002
Utah,2017,7,101,6,1060,107
Vermont,2017,7,23,9,192,32
Virginia,2017,7,158,22,475,180
Washington,2017,7,76,32,1043,108
West Virginia,2017,7,58,42,822,100
Wisconsin,2017,7,742,206,2557,948
Alabama,2017,8,151,93,1226,244
Arizona,2017,8,20,4,375,24
Arkansas,2017,8,47,6,224,53
California,2017,8,140,12,1532,152
Colorado,2017,8,117,41,989,158
Connecticut,2017,8,127,17,635,144
Delaware,2017,8,117,19,389,136
Florida,2017,8,460,160,2594,620
Georgia,2017,8,230,157,1717,387
Idaho,2017,8,16,0,77,16
Illinois,2017,8,209,129,862,338
Indiana,2017,8,128,39,526,167
Iowa,2017,8,89,38,454,127
Kansas,2017,8,34,6,173,40
Kentucky,2017,8,85,15,530,100
Louisiana,2017,8,382,121,1893,503
Maine,2017,8,67,8,240,75
Maryland,2017,8,180,60,548,240
Massachusetts,2017,8,351,38,1339,389
Michigan,2017,8,529,299,2730,828
Minnesota,2017,8,178,66,982,244
Mississippi,2017,8,40,2,233,42
Missouri,2017,8,157,81,1305,238
Montana,2017,8,14,9,206,23
Nebraska,2017,8,69,43,329,112
New Hampshire,2017,8,12,2,60,14
New Mexico,2017,8,229,8,1077,237
New York,2017,8,760,123,3815,883
North Carolina,2017,8,170,27,868,197
North Dakota,2017,8,28,11,183,39
Ohio,2017,8,888,477,4425,1365
Oklahoma,2017,8,56,28,478,84
Oregon,2017,8,66,28,658,94
Pennsylvania,2017,8,264,60,1176,324
South Carolina,2017,8,119,55,723,174
South Dakota,2017,8,64,19,384,83
Tennessee,2017,8,58,21,418,79
Texas,2017,8,646,193,3480,839
Utah,2017,8,76,8,971,84
Vermont,2017,8,40,13,222,53
Virginia,2017,8,221,40,595,261
Washington,2017,8,57,21,915,78
West Virginia,2017,8,76,55,864,131
Wisconsin,2017,8,757,252,2785,1009
Alabama,2017,9,104,72,973,176
Arizona,2017,9,16,5,339,21
Arkansas,2017,9,24,4,152,28
California,2017,9,92,10,1428,102
Colorado,2017,9,102,51,866,153
Connecticut,2017,9,85,20,617,105
Delaware,2017,9,70,17,326,87
Florida,2017,9,366,110,2349,476
Georgia,2017,9,147,135,1481,282
Idaho,2017,9,8,0,56,8
Illinois,2017,9,105,103,932,208
